Date,c
2022-08-25,25.86
2022-08-26,26.2
2022-08-27,24.93
2022-08-28,24.99
2022-08-29,24.9
2022-08-30,25.06
2022-08-31,24.89
2022-09-01,24.83
2022-09-02,24.05
2022-09-03,24.27
2022-09-04,24.36
2022-09-05,24.22
2022-09-06,25.07
2022-09-07,24.92
2022-09-08,24.95
2022-09-09,25.86
2022-09-10,25.77
2022-09-11,25.8
2022-09-12,26.13
2022-09-13,27.12
2022-09-14,27.06
2022-09-15,28.79
2022-09-16,28.98
2022-09-17,29.27
2022-09-18,28.22
2022-09-19,27.55
2022-09-20,27.74
2022-09-21,29.24
2022-09-22,29.17
2022-09-23,28.42
2022-09-24,27.76
2022-09-25,27.89
2022-09-26,27.02
2022-09-27,27.4
2022-09-28,28.53
2022-09-29,26.67
2022-09-30,27.12
2022-10-01,26.71
2022-10-02,27.03
2022-10-03,26.43
2022-10-04,27.01
2022-10-05,26.92
2022-10-06,26.96
2022-10-07,28.0
2022-10-08,26.98
2022-10-09,27.0
2022-10-10,26.4
2022-10-11,26.31
2022-10-12,26.45
2022-10-13,26.57
2022-10-14,26.85
2022-10-15,26.97
2022-10-16,27.84
2022-10-17,28.48
2022-10-18,28.13
2022-10-19,28.12
2022-10-20,28.16
2022-10-21,28.68
2022-10-22,28.12
2022-10-23,28.03
2022-10-24,28.61
2022-10-25,27.67
2022-10-26,27.2
2022-10-27,26.69
2022-10-28,26.63
2022-10-29,26.68
2022-10-30,26.43
2022-10-31,25.41
2022-11-01,25.48
2022-11-02,25.44
2022-11-03,25.83
2022-11-04,26.39
2022-11-05,26.03
2022-11-06,26.04
2022-11-07,24.86
2022-11-08,24.64
2022-11-09,24.33
2022-11-10,25.01
2022-11-11,25.0
2022-11-12,25.49
2022-11-13,25.42
2022-11-14,25.13
2022-11-15,25.86
2022-11-16,26.43
2022-11-17,26.83
2022-11-18,26.87
2022-11-19,26.95
2022-11-20,26.39
2022-11-21,27.2
2022-11-22,27.32
2022-11-23,27.36
2022-11-24,26.69
2022-11-25,26.81
2022-11-26,26.35
